Source,Target
Action,Topher Grace
Action,Thomas Haden Church
Action,Logan Lerman
Action,Matthew Macfadyen
Action,Ray Stevenson
Action,Milla Jovovich
Action,Ben Barnes
Action,Julianne Moore
Action,Jeff Bridges
Action,Alicia Vikander
Action,Chris Pine
Action,Zachary Quinto
Action,Zoe Saldana
Action,Benedict Cumberbatch
Action,Andrew Garfield
Action,Emma Stone
Action,Rhys Ifans
Action,Irrfan Khan
Action,Dylan O'Brien
Action,Kaya Scodelario
Action,Will Poulter
Action,Thomas Brodie-Sangster
Action,Angelina Jolie
Action,James McAvoy
Action,Morgan Freeman
Action,Terence Stamp
Action,Sylvester Stallone
Action,Jason Statham
Action,Jet Li
Action,Antonio Banderas
Action,Chris Pratt
Action,Will Ferrell
Action,Elizabeth Banks
Action,Will Arnett
Action,Jason Clarke
Action,Ang Phula Sherpa
Action,Thomas M. Wright
Action,Martin Henderson
Action,Adam Sandler
Action,Kevin James
Action,Michelle Monaghan
Action,Peter Dinklage
Action,Russell Crowe
Action,Cate Blanchett
Action,Matthew Macfadyen
Action,Max von Sydow
Action,Hugh Jackman
Action,Will Yun Lee
Action,Tao Okamoto
Action,Rila Fukushima
Action,Taylor Kitsch
Action,Lynn Collins
Action,Willem Dafoe
Action,Samantha Morton
Action,Sean Penn
Action,Idris Elba
Action,Jasmine Trinca
Action,Javier Bardem
Action,Edward Norton
Action,Liv Tyler
Action,Tim Roth
Action,William Hurt
Action,Sandra Bullock
Action,Jon Hamm
Action,Michael Keaton
Action,Pierre Coffin
Action,Tom Hardy
Action,Kelly Adams
Action,Luing Andrews
Action,Katy Barker
Action,Jennifer Lawrence
Action,Josh Hutcherson
Action,Liam Hemsworth
Action,Woody Harrelson
Action,Liam Neeson
Action,Maggie Grace
Action,Famke Janssen
Action,Leland Orser
Action,Saoirse Ronan
Action,Cate Blanchett
Action,Eric Bana
Action,Vicky Krieps
Action,Sullivan Stapleton
Action,Eva Green
Action,Lena Headey
Action,Hans Matheson
Action,Mickey Rourke
Action,Jessica Alba
Action,Josh Brolin
Action,Joseph Gordon-Levitt
Action,Matt Damon
Action,Edgar Ram��__rez
Action,Joan Allen
Action,Julia Stiles
Action,Brad Pitt
Action,Mireille Enos
Action,Daniella Kertesz
Action,James Badge Dale
Action,Tom Cruise
Action,Jeremy Renner
Action,Simon Pegg
Action,Paula Patton
Action,Aaron Taylor-Johnson
Action,Chlo��_��_ Grace Moretz
Action,Christopher Mintz-Plasse
Action,Jim Carrey
Action,Karl Urban
Action,Olivia Thirlby
Action,Lena Headey
Action,Rachel Wood
Action,Ryan Potter
Action,Scott Adsit
Action,Jamie Chung
Action,T.J. Miller
Action,Robert Downey Jr.
Action,Mickey Rourke
Action,Gwyneth Paltrow
Action,Don Cheadle
Action,Dennis Quaid
Action,Ben Foster
Action,Cam Gigandet
Action,Antje Traue
Action,Gerard Butler
Action,Aaron Eckhart
Action,Morgan Freeman
Action,Angela Bassett
Action,Alex Pettyfer
Action,Timothy Olyphant
Action,Dianna Agron
Action,Teresa Palmer
Action,Robert Downey Jr.
Action,Jude Law
Action,Jared Harris
Action,Rachel McAdams
Action,Angelina Jolie
Action,Liev Schreiber
Action,Chiwetel Ejiofor
Action,Daniel Olbrychski
Action,Sharlto Copley
Action,David James
Action,Jason Cope
Action,Nathalie Boltt
Action,Will Ferrell
Action,Mark Wahlberg
Action,Derek Jeter
Action,Eva Mendes
Action,John Cusack
Action,Thandie Newton
Action,Chiwetel Ejiofor
Action,Amanda Peet
Action,Denzel Washington
Action,Mila Kunis
Action,Ray Stevenson
Action,Gary Oldman
Action,Mike Vogel
Action,Jessica Lucas
Action,Lizzy Caplan
Action,T.J. Miller
Action,Edgar Ram��__rez
Action,Luke Bracey
Action,Ray Winstone
Action,Teresa Palmer
Action,Will Smith
Action,Tommy Lee Jones
Action,Josh Brolin
Action,Jemaine Clement
Action,Dylan O'Brien
Action,Kaya Scodelario
Action,Thomas Brodie-Sangster
Action,Giancarlo Esposito
Action,Mark Wahlberg
Action,Michael Pe�a
Action,Rhona Mitra
Action,Danny Glover
Action,Christian Bale
Action,Joel Edgerton
Action,Ben Kingsley
Action,Sigourney Weaver
Action,Sharlto Copley
Action,Dev Patel
Action,Hugh Jackman
Action,Sigourney Weaver
Action,Matt Damon
Action,Jodie Foster
Action,Sharlto Copley
Action,Alice Braga
Action,Aaron Taylor-Johnson
Action,Elizabeth Olsen
Action,Bryan Cranston
Action,Ken Watanabe
Action,Jeremy Renner
Action,Rachel Weisz
Action,Edward Norton
Action,Scott Glenn
Action,Denzel Washington
Action,Paula Patton
Action,Jim Caviezel
Action,Val Kilmer
Action,Scarlett Johansson
Action,Morgan Freeman
Action,Min-sik Choi
Action,Amr Waked
Action,Aaron Paul
Action,Dominic Cooper
Action,Imogen Poots
Action,Scott Mescudi
Action,Tom Cruise
Action,Rosamund Pike
Action,Richard Jenkins
Action,Werner Herzog
Action,Miles Teller
Action,Kate Mara
Action,Michael B. Jordan
Action,Jamie Bell
Action,Luke Evans
Action,Dominic Cooper
Action,Sarah Gadon
Action,Art Parkinson
Action,Chris Hemsworth
Action,Cillian Murphy
Action,Brendan Gleeson
Action,Ben Whishaw
Action,Sylvester Stallone
Action,Jason Statham
Action,Jet Li
Action,Dolph Lundgren
Action,Kristen Stewart
Action,Chris Hemsworth
Action,Charlize Theron
Action,Sam Claflin
Action,Shia LaBeouf
Action,Rosie Huntington-Whiteley
Action,Tyrese Gibson
Action,Josh Duhamel
Action,Sam Worthington
Action,Liam Neeson
Action,Ralph Fiennes
Action,Jason Flemyng
Action,Jeff Bridges
Action,Garrett Hedlund
Action,Olivia Wilde
Action,Bruce Boxleitner
Action,Jennifer Lawrence
Action,Josh Hutcherson
Action,Liam Hemsworth
Action,Philip Seymour Hoffman
Action,Noah Ringer
Action,Nicola Peltz
Action,Jackson Rathbone
Action,Dev Patel
Action,Nicolas Cage
Action,Eva Mendes
Action,Sam Elliott
Action,Matt Long
Action,Henry Cavill
Action,Mickey Rourke
Action,John Hurt
Action,Stephen Dorff
Action,Sean Faris
Action,Djimon Hounsou
Action,Amber Heard
Action,Cam Gigandet
Action,Will Ferrell
Action,Jonah Hill
Action,Brad Pitt
Action,Tina Fey
Action,Sean Penn
Action,Ryan Gosling
Action,Emma Stone
Action,Giovanni Ribisi
Action,Ron Perlman
Action,Selma Blair
Action,Doug Jones
Action,John Alexander
Action,Anna Kendrick
Action,Sam Rockwell
Action,Tim Roth
Action,James Ransone
Action,Kate Beckinsale
Action,Michael Ealy
Action,India Eisley
Action,Stephen Rea
Action,Liam Neeson
Action,Forest Whitaker
Action,Maggie Grace
Action,Famke Janssen
Action,Colin Farrell
Action,Bokeem Woodbine
Action,Bryan Cranston
Action,Kate Beckinsale
Action,Patrick Stewart
Action,Hugh Jackman
Action,Halle Berry
Action,Famke Janssen
Action,Zoey Deutch
Action,Lucy Fry
Action,Danila Kozlovsky
Action,Gabriel Byrne
Action,Megan Fox
Action,Will Arnett
Action,William Fichtner
Action,Noel Fisher
Action,Seth Rogen
Action,James Franco
Action,Gary Cole
Action,Danny McBride
Action,Sandra Bullock
Action,Michael McDonald
Action,Melissa McCarthy
Action,Demi��_��_n Bichir
Action,Ryan Reynolds
Action,Blake Lively
Action,Peter Sarsgaard
Action,Mark Strong
Action,Sylvester Stallone
Action,Arnold Schwarzenegger
Action,50 Cent
Action,Vincent D'Onofrio
Action,Jennifer Lawrence
Action,Josh Hutcherson
Action,Liam Hemsworth
Action,Woody Harrelson
Action,Lily Collins
Action,Jamie Campbell Bower
Action,Robert Sheehan
Action,Jemima West
Action,Hayden Christensen
Action,Samuel L. Jackson
Action,Jamie Bell
Action,Rachel Bilson
Action,Milla Jovovich
Action,Sienna Guillory
Action,Michelle Rodriguez
Action,Aryana Engineer
Action,Kit Harington
Action,Emily Browning
Action,Kiefer Sutherland
Action,Adewale Akinnuoye-Agbaje
Action,Bruce Willis
Action,Justin Long
Action,Timothy Olyphant
Action,Maggie Q
Action,Bruce Willis
Action,Helen Mirren
Action,Morgan Freeman
Action,Mary-Louise Parker
Action,Dwayne Johnson
Action,Billy Bob Thornton
Action,Maggie Grace
Action,Mauricio Lopez
Action,Shia LaBeouf
Action,Megan Fox
Action,Josh Duhamel
Action,Tyrese Gibson
Action,Russell Crowe
Action,Jennifer Connelly
Action,Anthony Hopkins
Action,Emma Watson
Action,Jackie Chan
Action,Jaden Smith
Action,Taraji P. Henson
Action,Wenwen Han
Action,Liam Neeson
Action,Bradley Cooper
Action,Sharlto Copley
Action,Jessica Biel
Action,Leonardo DiCaprio
Action,Russell Crowe
Action,Mark Strong
Action,Golshifteh Farahani
Action,Brendan Fraser
Action,Jet Li
Action,Maria Bello
Action,Michelle Yeoh
Action,Reese Witherspoon
Action,Chris Pine
Action,Tom Hardy
Action,Til Schweiger
Action,Jason Momoa
Action,Ron Perlman
Action,Rose McGowan
Action,Stephen Lang
Action,Mark Wahlberg
Action,Christian Bale
Action,Amy Adams
Action,Melissa Leo
Action,Shia LaBeouf
Action,Michelle Monaghan
Action,Rosario Dawson
Action,Michael Chiklis
Action,Harrison Ford
Action,Asa Butterfield
Action,Hailee Steinfeld
Action,Abigail Breslin
Action,Harrison Ford
Action,Cate Blanchett
Action,Shia LaBeouf
Action,Karen Allen
Action,Daniel Craig
Action,Olga Kurylenko
Action,Mathieu Amalric
Action,Judi Dench
Action,Jay Baruchel
Action,Gerard Butler
Action,Christopher Mintz-Plasse
Action,Craig Ferguson
Action,Abigail Breslin
Action,Wes Bentley
Action,Logan Huffman
Action,Alexander Ludwig
Action,Liam Neeson
Action,Diane Kruger
Action,January Jones
Action,Aidan Quinn
Action,Ryan Reynolds
Action,Natalie Martinez
Action,Matthew Goode
Action,Ben Kingsley
Action,Will Smith
Action,Charlize Theron
Action,Jason Bateman
Action,Jae Head
Action,Sam Worthington
Action,Elizabeth Banks
Action,Jamie Bell
Action,Mandy Gonzalez
Action,Simon Pegg
Action,Nick Frost
Action,Martin Freeman
Action,Rosamund Pike
Action,Ray Winstone
Action,Crispin Glover
Action,Angelina Jolie
Action,Robin Wright
Action,Chris Pine
Action,Kevin Costner
Action,Keira Knightley
Action,Kenneth Branagh
Action,Jake Gyllenhaal
Action,Gemma Arterton
Action,Ben Kingsley
Action,Alfred Molina
Action,Munro Chambers
Action,Laurence Leboeuf
Action,Michael Ironside
Action,Edwin Wright
Action,Dennis Quaid
Action,Channing Tatum
Action,Marlon Wayans
Action,Adewale Akinnuoye-Agbaje
Action,Kurt Russell
Action,Rose McGowan
Action,Danny Trejo
Action,Zo��_��_ Bell
Action,Matthew McConaughey
Action,Kate Hudson
Action,Donald Sutherland
Action,Alexis Dziena
Action,Adam Sandler
Action,John Turturro
Action,Emmanuelle Chriqui
Action,Nick Swardson
Action,Denzel Washington
Action,Chris Pine
Action,Rosario Dawson
Action,Ethan Suplee
Action,Jack Black
Action,Ian McShane
Action,Angelina Jolie
Action,Dustin Hoffman
Action,Christian Bale
Action,Sam Worthington
Action,Anton Yelchin
Action,Moon Bloodgood
Action,Tom Cruise
Action,Michelle Monaghan
Action,Ving Rhames
Action,Philip Seymour Hoffman
Action,Justin Chatwin
Action,James Marsters
Action,Yun-Fat Chow
Action,Emmy Rossum
Action,Chris Hemsworth
Action,Isabel Lucas
Action,Josh Hutcherson
Action,Josh Peck
Action,Dwayne Johnson
Action,Channing Tatum
Action,Adrianne Palicki
Action,Byung-hun Lee
Action,Sam Worthington
Action,Liam Neeson
Action,Rosamund Pike
Action,Ralph Fiennes
Action,Hugh Jackman
Action,Evangeline Lilly
Action,Dakota Goyo
Action,Anthony Mackie
Action,Sylvester Stallone
Action,Julie Benz
Action,Matthew Marsden
Action,Graham McTavish
Action,Rose McGowan
Action,Freddy Rodr��__guez
Action,Josh Brolin
Action,Marley Shelton
Action,Samuel L. Jackson
Action,Julianna Margulies
Action,Nathan Phillips
Action,Rachel Blanchard
Action,Jay Baruchel
Action,Cate Blanchett
Action,Gerard Butler
Action,Craig Ferguson
Action,Joel Kinnaman
Action,Gary Oldman
Action,Michael Keaton
Action,Abbie Cornish
Action,Sylvester Stallone
Action,Liam Hemsworth
Action,Randy Couture
Action,Jean-Claude Van Damme
Action,Michael Fassbender
Action,Dominic West
Action,Olga Kurylenko
Action,Andreas Wisniewski
Action,Tye Sheridan
Action,Logan Miller
Action,Joey Morgan
Action,Sarah Dumont
Action,Lake Bell
Action,Pierce Brosnan
Action,Owen Wilson
Action,Chatchawai Kamonsakpitak
Action,Brandon Routh
Action,Kevin Spacey
Action,Kate Bosworth
Action,James Marsden
Action,Will Ferrell
Action,John C. Reilly
Action,Sacha Baron Cohen
Action,Gary Cole
Action,Vin Diesel
Action,Karl Urban
Action,Katee Sackhoff
Action,Jordi Moll��_��_
Action,Jaden Smith
Action,David Denman
Action,Will Smith
Action,Sophie Okonedo
Action,Jason Statham
Action,Joan Allen
Action,Tyrese Gibson
Action,Ian McShane
Action,Paul Bettany
Action,Dennis Quaid
Action,Charles S. Dutton
Action,Lucas Black
Action,Kevin Costner
Action,Hailee Steinfeld
Action,Connie Nielsen
Action,Amber Heard
Action,Anna Hutchison
Action,Andrea Whitburn
Action,Jennifer Koenig
Action,Michael Dickson
Action,Johnny Depp
Action,Armie Hammer
Action,William Fichtner
Action,Tom Wilkinson
Action,Rhona Mitra
Action,Michael Sheen
Action,Bill Nighy
Action,Steven Mackintosh
Action,Milla Jovovich
Action,Ali Larter
Action,Wentworth Miller
Action,Kim Coates
Adventure,Chris Pratt
Adventure,Vin Diesel
Adventure,Bradley Cooper
Adventure,Zoe Saldana
Adventure,Noomi Rapace
Adventure,Logan Marshall-Green
Adventure,Michael Fassbender
Adventure,Charlize Theron
Adventure,Prabhas
Adventure,Rana Daggubati
Adventure,Anushka Shetty
Adventure,Tamannaah Bhatia
Adventure,Matthew McConaughey
Adventure,Anne Hathaway
Adventure,Jessica Chastain
Adventure,Mackenzie Foy
Adventure,Johnny Depp
Adventure,Pen�lope Cruz
Adventure,Ian McShane
Adventure,Geoffrey Rush
Adventure,Daisy Ridley
Adventure,John Boyega
Adventure,Oscar Isaac
Adventure,Domhnall Gleeson
Adventure,Colin Firth
Adventure,Taron Egerton
Adventure,Samuel L. Jackson
Adventure,Michael Caine
Adventure,Tom Hardy
Adventure,Charlize Theron
Adventure,Nicholas Hoult
Adventure,Zo��_��_ Kravitz
Adventure,Johnny Depp
Adventure,Orlando Bloom
Adventure,Keira Knightley
Adventure,Geoffrey Rush
Adventure,Brad Pitt
Adventure,Diane Kruger
Adventure,Eli Roth
Adventure,M�lanie Laurent
Adventure,Johnny Depp
Adventure,Orlando Bloom
Adventure,Keira Knightley
Adventure,Jack Davenport
Adventure,Leonardo DiCaprio
Adventure,Joseph Gordon-Levitt
Adventure,Ellen Page
Adventure,Ken Watanabe
Adventure,Chris Pratt
Adventure,Bryce Dallas Howard
Adventure,Ty Simpkins
Adventure,Judy Greer
Adventure,Sam Worthington
Adventure,Zoe Saldana
Adventure,Sigourney Weaver
Adventure,Michelle Rodriguez
Adventure,Robert Downey Jr.
Adventure,Chris Evans
Adventure,Mark Ruffalo
Adventure,Chris Hemsworth
Adventure,Chris Hemsworth
Adventure,Anthony Hopkins
Adventure,Natalie Portman
Adventure,Tom Hiddleston
Adventure,Matt Damon
Adventure,Jessica Chastain
Adventure,Kristen Wiig
Adventure,Kate Mara
Adventure,Henry Cavill
Adventure,Armie Hammer
Adventure,Alicia Vikander
Adventure,Elizabeth Debicki
Adventure,Daniel Radcliffe
Adventure,Emma Watson
Adventure,Rupert Grint
Adventure,Michael Gambon
Adventure,Shailene Woodley
Adventure,Theo James
Adventure,Kate Winslet
Adventure,Jai Courtney
Adventure,Mark Wahlberg
Adventure,Nicola Peltz
Adventure,Jack Reynor
Adventure,Stanley Tucci
Adventure,Leonardo DiCaprio
Adventure,Tom Hardy
Adventure,Will Poulter
Adventure,Domhnall Gleeson
Adventure,Anna Kendrick
Adventure,Meryl Streep
Adventure,Chris Pine
Adventure,Emily Blunt
Adventure,Chris Pine
Adventure,Zachary Quinto
Adventure,Simon Pegg
Adventure,Leonard Nimoy
Adventure,Jennifer Lawrence
Adventure,Josh Hutcherson
Adventure,Liam Hemsworth
Adventure,Stanley Tucci
Adventure,Idris Elba
Adventure,Charlie Hunnam
Adventure,Rinko Kikuchi
Adventure,Charlie Day
Adventure,Patrick Stewart
Adventure,Ian McKellen
Adventure,Hugh Jackman
Adventure,James McAvoy
Adventure,Daniel Craig
Adventure,Eva Green
Adventure,Judi Dench
Adventure,Jeffrey Wright
Adventure,Daniel Craig
Adventure,Christoph Waltz
Adventure,L�a Seydoux
Adventure,Ralph Fiennes
Adventure,Kristen Bell
Adventure,Idina Menzel
Adventure,Jonathan Groff
Adventure,Josh Gad
Adventure,George Clooney
Adventure,Britt Robertson
Adventure,Hugh Laurie
Adventure,Raffey Cassidy
Adventure,Gary Oldman
Adventure,Keri Russell
Adventure,Andy Serkis
Adventure,Kodi Smit-McPhee
Adventure,Paul Rudd
Adventure,Michael Douglas
Adventure,Corey Stoll
Adventure,Evangeline Lilly
Adventure,Chris Evans
Adventure,Hugo Weaving
Adventure,Samuel L. Jackson
Adventure,Hayley Atwell
Adventure,Emile Hirsch
Adventure,Vince Vaughn
Adventure,Catherine Keener
Adventure,Marcia Gay Harden
Adventure,Tom Cruise
Adventure,Emily Blunt
Adventure,Bill Paxton
Adventure,Brendan Gleeson
Adventure,Robert Downey Jr.
Adventure,Gwyneth Paltrow
Adventure,Terrence Howard
Adventure,Jeff Bridges
Adventure,James McAvoy
Adventure,Michael Fassbender
Adventure,Jennifer Lawrence
Adventure,Kevin Bacon
Adventure,Dwayne Johnson
Adventure,Carla Gugino
Adventure,Alexandra Daddario
Adventure,Colton Haynes
Adventure,Shia LaBeouf
Adventure,Megan Fox
Adventure,Josh Duhamel
Adventure,Tyrese Gibson
Adventure,Chris Hemsworth
Adventure,Natalie Portman
Adventure,Tom Hiddleston
Adventure,Stellan Skarsg�rd
Adventure,Chris Evans
Adventure,Samuel L. Jackson
Adventure,Scarlett Johansson
Adventure,Robert Redford
Adventure,Sharlto Copley
Adventure,Tim Roth
Adventure,Haley Bennett
Adventure,Danila Kozlovsky
Adventure,Owen Wilson
Adventure,Bonnie Hunt
Adventure,Paul Newman
Adventure,Larry the Cable Guy
Adventure,Adrien Brody
Adventure,Laurence Fishburne
Adventure,Topher Grace
Adventure,Alice Braga
Adventure,Angelina Jolie
Adventure,Elle Fanning
Adventure,Sharlto Copley
Adventure,Lesley Manville
Adventure,Gerardo Taracena
Adventure,Raoul Max Trujillo
Adventure,Dalia Hern��_��_ndez
Adventure,Rudy Youngblood
Adventure,Tom Cruise
Adventure,Rebecca Ferguson
Adventure,Jeremy Renner
Adventure,Simon Pegg
Adventure,Ralph Fiennes
Adventure,F. Murray Abraham
Adventure,Mathieu Amalric
Adventure,Adrien Brody
Adventure,Saoirse Ronan
Adventure,Max Irons
Adventure,Jake Abel
Adventure,Diane Kruger
Adventure,Amy Poehler
Adventure,Bill Hader
Adventure,Lewis Black
Adventure,Mindy Kaling
Adventure,Arnold Schwarzenegger
Adventure,Jason Clarke
Adventure,Emilia Clarke
Adventure,Jai Courtney
Adventure,Logan Lerman
Adventure,Kevin McKidd
Adventure,Steve Coogan
Adventure,Brandon T. Jackson
Adventure,Andrew Garfield
Adventure,Emma Stone
Adventure,Jamie Foxx
Adventure,Paul Giamatti
Adventure,Alexander Skarsg�rd
Adventure,Brooklyn Decker
Adventure,Liam Neeson
Adventure,Rihanna
Adventure,Hugh Jackman
Adventure,Liev Schreiber
Adventure,Ryan Reynolds
Adventure,Danny Huston
Adventure,Daniel Craig
Adventure,Javier Bardem
Adventure,Naomie Harris
Adventure,Judi Dench
Adventure,Martin Freeman
Adventure,Ian McKellen
Adventure,Richard Armitage
Adventure,Andy Serkis
