Source,Target
Elle,Laurent Lafitte
Elle,Anne Consigny
Elle,Charles Berling
Elysium,Matt Damon
Elysium,Jodie Foster
Elysium,Sharlto Copley
Elysium,Alice Braga
En man som heter Ove,Rolf Lassg̴rd
En man som heter Ove,Bahar Pars
En man som heter Ove,Filip Berg
En man som heter Ove,Ida Engvoll
Enchanted,Amy Adams
Enchanted,Susan Sarandon
Enchanted,James Marsden
Enchanted,Patrick Dempsey
End of Watch,Jake Gyllenhaal
End of Watch,Michael Pe̱a
End of Watch,Anna Kendrick
End of Watch,America Ferrera
Ender's Game,Harrison Ford
Ender's Game,Asa Butterfield
Ender's Game,Hailee Steinfeld
Ender's Game,Abigail Breslin
Endless Love,Gabriella Wilde
Endless Love,Alex Pettyfer
Endless Love,Bruce Greenwood
Endless Love,Robert Patrick
Enemy,Jake Gyllenhaal
Enemy,M̩lanie Laurent
Enemy,Sarah Gadon
Enemy,Isabella Rossellini
Entourage,Adrian Grenier
Entourage,Kevin Connolly
Entourage,Jerry Ferrara
Entourage,Kevin Dillon
Equals,Nicholas Hoult
Equals,Kristen Stewart
Equals,Vernetta Lopez
Equals,Scott Lawrence
Escape Plan,Sylvester Stallone
Escape Plan,Arnold Schwarzenegger
Escape Plan,50 Cent
Escape Plan,Vincent D'Onofrio
Everest,Jason Clarke
Everest,Ang Phula Sherpa
Everest,Thomas M. Wright
Everest,Martin Henderson
Everybody Wants Some!!,Blake Jenner
Everybody Wants Some!!,Tyler Hoechlin
Everybody Wants Some!!,Ryan Guzman
Everybody Wants Some!!,Zoey Deutch
Evil Dead,Jane Levy
Evil Dead,Shiloh Fernandez
Evil Dead,Jessica Lucas
Evil Dead,Lou Taylor Pucci
Ex Machina,Alicia Vikander
Ex Machina,Domhnall Gleeson
Ex Machina,Oscar Isaac
Ex Machina,Sonoya Mizuno
Exodus: Gods and Kings,Christian Bale
Exodus: Gods and Kings,Joel Edgerton
Exodus: Gods and Kings,Ben Kingsley
Exodus: Gods and Kings,Sigourney Weaver
Exposed,Ana de Armas
Exposed,Keanu Reeves
Exposed,Christopher McDonald
Exposed,Mira Sorvino
Eye in the Sky,Helen Mirren
Eye in the Sky,Aaron Paul
Eye in the Sky,Alan Rickman
Eye in the Sky,Barkhad Abdi
Fallen,Hermione Corfield
Fallen,Addison Timlin
Fallen,Joely Richardson
Fallen,Jeremy Irvine
Fantastic Beasts and Where to Find Them,Eddie Redmayne
Fantastic Beasts and Where to Find Them,Katherine Waterston
Fantastic Beasts and Where to Find Them,Alison Sudol
Fantastic Beasts and Where to Find Them,Dan Fogler
Fantastic Four,Miles Teller
Fantastic Four,Kate Mara
Fantastic Four,Michael B. Jordan
Fantastic Four,Jamie Bell
Fantastic Mr. Fox,George Clooney
Fantastic Mr. Fox,Meryl Streep
Fantastic Mr. Fox,Bill Murray
Fantastic Mr. Fox,Jason Schwartzman
Fast & Furious,Vin Diesel
Fast & Furious,Paul Walker
Fast & Furious,Michelle Rodriguez
Fast & Furious,Jordana Brewster
Fast Five,Vin Diesel
Fast Five,Paul Walker
Fast Five,Dwayne Johnson
Fast Five,Jordana Brewster
Faster,Dwayne Johnson
Faster,Billy Bob Thornton
Faster,Maggie Grace
Faster,Mauricio Lopez
Fences,Denzel Washington
Fences,Viola Davis
Fences,Stephen Henderson
Fences,Jovan Adepo
Fifty Shades of Grey,Dakota Johnson
Fifty Shades of Grey,Jamie Dornan
Fifty Shades of Grey,Jennifer Ehle
Fifty Shades of Grey,Eloise Mumford
Filth,James McAvoy
Filth,Jamie Bell
Filth,Eddie Marsan
Filth,Imogen Poots
Final Destination 5,Nicholas D'Agosto
Final Destination 5,Emma Bell
Final Destination 5,Arlen Escarpeta
Final Destination 5,Miles Fisher
Final Girl,Abigail Breslin
Final Girl,Wes Bentley
Final Girl,Logan Huffman
Final Girl,Alexander Ludwig
Finding Dory,Ellen DeGeneres
Finding Dory,Albert Brooks
Finding Dory,Ed O'Neill
Finding Dory,Kaitlin Olson
Flight,Denzel Washington
Flight,Nadine Velazquez
Flight,Don Cheadle
Flight,John Goodman
Florence Foster Jenkins,Meryl Streep
Florence Foster Jenkins,Hugh Grant
Florence Foster Jenkins,Simon Helberg
Florence Foster Jenkins,Rebecca Ferguson
Focus,Will Smith
Focus,Margot Robbie
Focus,Rodrigo Santoro
Focus,Adrian Martinez
Folk Hero & Funny Guy,Alex Karpovsky
Folk Hero & Funny Guy,Wyatt Russell
Folk Hero & Funny Guy,Meredith Hagner
Folk Hero & Funny Guy,Melanie Lynskey
Fool's Gold,Matthew McConaughey
Fool's Gold,Kate Hudson
Fool's Gold,Donald Sutherland
Fool's Gold,Alexis Dziena
Footloose,Kenny Wormald
Footloose,Julianne Hough
Footloose,Dennis Quaid
Footloose,Andie MacDowell
Forgetting Sarah Marshall,Kristen Bell
Forgetting Sarah Marshall,Jason Segel
Forgetting Sarah Marshall,Paul Rudd
Forgetting Sarah Marshall,Mila Kunis
Forushande,Taraneh Alidoosti
Forushande,Shahab Hosseini
Forushande,Babak Karimi
Forushande,Farid Sajjadi Hosseini
Fracture,Anthony Hopkins
Fracture,Ryan Gosling
Fracture,David Strathairn
Fracture,Rosamund Pike
Frantz,Pierre Niney
Frantz,Paula Beer
Frantz,Ernst Sțtzner
Frantz,Marie Gruber
Free Fire,Sharlto Copley
Free Fire,Brie Larson
Free Fire,Armie Hammer
Free Fire,Cillian Murphy
Free State of Jones,Matthew McConaughey
Free State of Jones,Gugu Mbatha-Raw
Free State of Jones,Mahershala Ali
Free State of Jones,Keri Russell
Freedom Writers,Hilary Swank
Freedom Writers,Imelda Staunton
Freedom Writers,Patrick Dempsey
Freedom Writers,Scott Glenn
Friday the 13th,Jared Padalecki
Friday the 13th,Amanda Righetti
Friday the 13th,Derek Mears
Friday the 13th,Danielle Panabaker
Friend Request,Alycia Debnam-Carey
Friend Request,William Moseley
Friend Request,Connor Paolo
Friend Request,Brit Morgan
Friends with Benefits,Mila Kunis
Friends with Benefits,Justin Timberlake
Friends with Benefits,Patricia Clarkson
Friends with Benefits,Jenna Elfman
Frozen,Kristen Bell
Frozen,Idina Menzel
Frozen,Jonathan Groff
Frozen,Josh Gad
Funny Games,Naomi Watts
Funny Games,Tim Roth
Funny Games,Michael Pitt
Funny Games,Brady Corbet
Furious 6,Vin Diesel
Furious 6,Paul Walker
Furious 6,Dwayne Johnson
Furious 6,Michelle Rodriguez
Furious Seven,Vin Diesel
Furious Seven,Paul Walker
Furious Seven,Dwayne Johnson
Furious Seven,Jason Statham
Fury,Brad Pitt
Fury,Shia LaBeouf
Fury,Logan Lerman
Fury,Michael Pe̱a
G.I. Joe: Retaliation,Dwayne Johnson
G.I. Joe: Retaliation,Channing Tatum
G.I. Joe: Retaliation,Adrianne Palicki
G.I. Joe: Retaliation,Byung-hun Lee
G.I. Joe: The Rise of Cobra,Dennis Quaid
G.I. Joe: The Rise of Cobra,Channing Tatum
G.I. Joe: The Rise of Cobra,Marlon Wayans
G.I. Joe: The Rise of Cobra,Adewale Akinnuoye-Agbaje
Gangster Squad,Sean Penn
Gangster Squad,Ryan Gosling
Gangster Squad,Emma Stone
Gangster Squad,Giovanni Ribisi
Genius,Colin Firth
Genius,Jude Law
Genius,Nicole Kidman
Genius,Laura Linney
Get Hard,Will Ferrell
Get Hard,Kevin Hart
Get Hard,Alison Brie
Get Hard,T.I.
Ghost Rider,Nicolas Cage
Ghost Rider,Eva Mendes
Ghost Rider,Sam Elliott
Ghost Rider,Matt Long
Ghostbusters,Melissa McCarthy
Ghostbusters,Kristen Wiig
Ghostbusters,Kate McKinnon
Ghostbusters,Leslie Jones
Gods of Egypt,Brenton Thwaites
Gods of Egypt,Nikolaj Coster-Waldau
Gods of Egypt,Gerard Butler
Gods of Egypt,Chadwick Boseman
Godzilla,Aaron Taylor-Johnson
Godzilla,Elizabeth Olsen
Godzilla,Bryan Cranston
Godzilla,Ken Watanabe
Goksung,Jun Kunimura
Goksung,Jung-min Hwang
Goksung,Do-won Kwak
Goksung,Woo-hee Chun
Gold,Matthew McConaughey
Gold,Edgar Ram�_rez
Gold,Bryce Dallas Howard
Gold,Corey Stoll
Gone Baby Gone,Morgan Freeman
Gone Baby Gone,Ed Harris
Gone Baby Gone,Casey Affleck
Gone Baby Gone,Michelle Monaghan
Gone Girl,Ben Affleck
Gone Girl,Rosamund Pike
Gone Girl,Neil Patrick Harris
Gone Girl,Tyler Perry
Good Kids,Zoey Deutch
Good Kids,Nicholas Braun
Good Kids,Mateo Arias
Good Kids,Israel Broussard
Goosebumps,Jack Black
Goosebumps,Dylan Minnette
Goosebumps,Odeya Rush
Goosebumps,Ryan Lee
Gran Torino,Clint Eastwood
Gran Torino,Bee Vang
Gran Torino,Christopher Carley
Gran Torino,Ahney Her
Gravity,Sandra Bullock
Gravity,George Clooney
Gravity,Ed Harris
Gravity,Orto Ignatiussen
Green Lantern,Ryan Reynolds
Green Lantern,Blake Lively
Green Lantern,Peter Sarsgaard
Green Lantern,Mark Strong
Green Room,Anton Yelchin
Green Room,Imogen Poots
Green Room,Alia Shawkat
Green Room,Patrick Stewart
Grimsby,Sacha Baron Cohen
Grimsby,Mark Strong
Grimsby,Rebel Wilson
Grimsby,Freddie Crowder
Grindhouse,Kurt Russell
Grindhouse,Rose McGowan
Grindhouse,Danny Trejo
Grindhouse,Zo�� Bell
Grown Ups,Adam Sandler
Grown Ups,Salma Hayek
Grown Ups,Kevin James
Grown Ups,Chris Rock
Grown Ups 2,Adam Sandler
Grown Ups 2,Kevin James
Grown Ups 2,Chris Rock
Grown Ups 2,David Spade
Guardians of the Galaxy,Chris Pratt
Guardians of the Galaxy,Vin Diesel
Guardians of the Galaxy,Bradley Cooper
Guardians of the Galaxy,Zoe Saldana
Hachi: A Dog's Tale,Richard Gere
Hachi: A Dog's Tale,Joan Allen
Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa
Hachi: A Dog's Tale,Sarah Roemer
Hacker,Callan McAuliffe
Hacker,Lorraine Nicholson
Hacker,Daniel Eric Gold
Hacker,Clifton Collins Jr.
Hacksaw Ridge,Andrew Garfield
Hacksaw Ridge,Sam Worthington
Hacksaw Ridge,Luke Bracey
Hacksaw Ridge,Teresa Palmer
"Hail, Caesar!",Josh Brolin
"Hail, Caesar!",George Clooney
"Hail, Caesar!",Alden Ehrenreich
"Hail, Caesar!",Ralph Fiennes
Hairspray,John Travolta
Hairspray,Queen Latifah
Hairspray,Nikki Blonsky
Hairspray,Michelle Pfeiffer
Half of a Yellow Sun,Chiwetel Ejiofor
Half of a Yellow Sun,Thandie Newton
Half of a Yellow Sun,Anika Noni Rose
Half of a Yellow Sun,Joseph Mawle
Hancock,Will Smith
Hancock,Charlize Theron
Hancock,Jason Bateman
Hancock,Jae Head
Hands of Stone,Edgar Ram�_rez
Hands of Stone,Usher Raymond
Hands of Stone,Robert De Niro
Hands of Stone,Rub̩n Blades
Handsome Devil,Fionn O'Shea
Handsome Devil,Nicholas Galitzine
Handsome Devil,Andrew Scott
Handsome Devil,Moe Dunford
Hanna,Saoirse Ronan
Hanna,Cate Blanchett
Hanna,Eric Bana
Hanna,Vicky Krieps
Happy Feet,Elijah Wood
Happy Feet,Brittany Murphy
Happy Feet,Hugh Jackman
Happy Feet,Robin Williams
Hardcore Henry,Sharlto Copley
Hardcore Henry,Tim Roth
Hardcore Henry,Haley Bennett
Hardcore Henry,Danila Kozlovsky
Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe
Harry Potter and the Deathly Hallows: Part 1,Emma Watson
Harry Potter and the Deathly Hallows: Part 1,Rupert Grint
Harry Potter and the Deathly Hallows: Part 1,Bill Nighy
Harry Potter and the Deathly Hallows: Part 2,Daniel Radcliffe
Harry Potter and the Deathly Hallows: Part 2,Emma Watson
Harry Potter and the Deathly Hallows: Part 2,Rupert Grint
Harry Potter and the Deathly Hallows: Part 2,Michael Gambon
Harry Potter and the Half-Blood Prince,Daniel Radcliffe
Harry Potter and the Half-Blood Prince,Emma Watson
Harry Potter and the Half-Blood Prince,Rupert Grint
Harry Potter and the Half-Blood Prince,Michael Gambon
Harry Potter and the Order of the Phoenix,Daniel Radcliffe
Harry Potter and the Order of the Phoenix,Emma Watson
Harry Potter and the Order of the Phoenix,Rupert Grint
Harry Potter and the Order of the Phoenix,Brendan Gleeson
He's Just Not That Into You,Jennifer Aniston
He's Just Not That Into You,Jennifer Connelly
He's Just Not That Into You,Morgan Lily
He's Just Not That Into You,Trenton Rogers
Hell or High Water,Chris Pine
Hell or High Water,Ben Foster
Hell or High Water,Jeff Bridges
Hell or High Water,Gil Birmingham
Hellboy II: The Golden Army,Ron Perlman
Hellboy II: The Golden Army,Selma Blair
Hellboy II: The Golden Army,Doug Jones
Hellboy II: The Golden Army,John Alexander
"Hello, My Name Is Doris",Sally Field
"Hello, My Name Is Doris",Max Greenfield
"Hello, My Name Is Doris",Tyne Daly
"Hello, My Name Is Doris",Wendi McLendon-Covey
Her,Joaquin Phoenix
Her,Amy Adams
Her,Scarlett Johansson
Her,Rooney Mara
Hercules,Dwayne Johnson
Hercules,John Hurt
Hercules,Ian McShane
Hercules,Joseph Fiennes
Hidden Figures,Taraji P. Henson
Hidden Figures,Octavia Spencer
Hidden Figures,Janelle Mon��e
Hidden Figures,Kevin Costner
High-Rise,Tom Hiddleston
High-Rise,Jeremy Irons
High-Rise,Sienna Miller
High-Rise,Luke Evans
Home,Jim Parsons
Home,Rihanna
Home,Steve Martin
Home,Jennifer Lopez
Horns,Daniel Radcliffe
Horns,Juno Temple
Horns,Max Minghella
Horns,Joe Anderson
Horrible Bosses,Jason Bateman
Horrible Bosses,Charlie Day
Horrible Bosses,Jason Sudeikis
Horrible Bosses,Steve Wiebe
Horrible Bosses 2,Jason Bateman
Horrible Bosses 2,Jason Sudeikis
Horrible Bosses 2,Charlie Day
Horrible Bosses 2,Jennifer Aniston
Hostel: Part II,Lauren German
Hostel: Part II,Heather Matarazzo
Hostel: Part II,Bijou Phillips
Hostel: Part II,Roger Bart
Hot Fuzz,Simon Pegg
Hot Fuzz,Nick Frost
Hot Fuzz,Martin Freeman
Hot Fuzz,Bill Nighy
Hotel Transylvania 2,Adam Sandler
Hotel Transylvania 2,Andy Samberg
Hotel Transylvania 2,Selena Gomez
Hotel Transylvania 2,Kevin James
Hounds of Love,Emma Booth
Hounds of Love,Ashleigh Cummings
Hounds of Love,Stephen Curry
Hounds of Love,Susie Porter
How to Be Single,Dakota Johnson
How to Be Single,Rebel Wilson
How to Be Single,Leslie Mann
How to Be Single,Alison Brie
How to Train Your Dragon,Jay Baruchel
How to Train Your Dragon,Gerard Butler
How to Train Your Dragon,Christopher Mintz-Plasse
How to Train Your Dragon,Craig Ferguson
How to Train Your Dragon 2,Jay Baruchel
How to Train Your Dragon 2,Cate Blanchett
How to Train Your Dragon 2,Gerard Butler
How to Train Your Dragon 2,Craig Ferguson
Hugo,Asa Butterfield
Hugo,Chlo�� Grace Moretz
Hugo,Christopher Lee
Hugo,Ben Kingsley
Hunger,Stuart Graham
Hunger,Laine Megaw
Hunger,Brian Milligan
Hunger,Liam McMahon
Hunt for the Wilderpeople,Sam Neill
Hunt for the Wilderpeople,Julian Dennison
Hunt for the Wilderpeople,Rima Te Wiata
Hunt for the Wilderpeople,Rachel House
Hush,John Gallagher Jr.
Hush,Kate Siegel
Hush,Michael Trucco
Hush,Samantha Sloyan
I Am Legend,Will Smith
I Am Legend,Alice Braga
I Am Legend,Charlie Tahan
I Am Legend,Salli Richardson-Whitfield
I Am Number Four,Alex Pettyfer
I Am Number Four,Timothy Olyphant
I Am Number Four,Dianna Agron
I Am Number Four,Teresa Palmer
I Am the Pretty Thing That Lives in the House,Ruth Wilson
I Am the Pretty Thing That Lives in the House,Paula Prentiss
I Am the Pretty Thing That Lives in the House,Lucy Boynton
I Am the Pretty Thing That Lives in the House,Bob Balaban
I Origins,Michael Pitt
I Origins,Steven Yeun
I Origins,Astrid Berg̬s-Frisbey
I Origins,Brit Marling
I Spit on Your Grave,Sarah Butler
I Spit on Your Grave,Jeff Branson
I Spit on Your Grave,Andrew Howard
I Spit on Your Grave,Daniel Franzese
"I, Daniel Blake",Dave Johns
"I, Daniel Blake",Hayley Squires
"I, Daniel Blake",Sharon Percy
"I, Daniel Blake",Briana Shann
I.T.,Pierce Brosnan
I.T.,Jason Barry
I.T.,Karen Moskow
I.T.,Kai Ryssdal
Ice Age: Collision Course,Ray Romano
Ice Age: Collision Course,Denis Leary
Ice Age: Collision Course,John Leguizamo
Ice Age: Collision Course,Chris Wedge
Idiocracy,Luke Wilson
Idiocracy,Maya Rudolph
Idiocracy,Dax Shepard
Idiocracy,Terry Crews
If I Stay,Chlo�� Grace Moretz
If I Stay,Mireille Enos
If I Stay,Jamie Blackley
If I Stay,Joshua Leonard
Il racconto dei racconti - Tale of Tales,Salma Hayek
Il racconto dei racconti - Tale of Tales,Vincent Cassel
Il racconto dei racconti - Tale of Tales,Toby Jones
Il racconto dei racconti - Tale of Tales,John C. Reilly
Immortals,Henry Cavill
Immortals,Mickey Rourke
Immortals,John Hurt
Immortals,Stephen Dorff
Imperium,Daniel Radcliffe
Imperium,Toni Collette
Imperium,Tracy Letts
Imperium,Sam Trammell
In Bruges,Colin Farrell
In Bruges,Brendan Gleeson
In Bruges,Ciar��n Hinds
In Bruges,Elizabeth Berrington
In Dubious Battle,Nat Wolff
In Dubious Battle,James Franco
In Dubious Battle,Vincent D'Onofrio
In Dubious Battle,Selena Gomez
In Time,Justin Timberlake
In Time,Amanda Seyfried
In Time,Cillian Murphy
In Time,Olivia Wilde
In the Heart of the Sea,Chris Hemsworth
In the Heart of the Sea,Cillian Murphy
In the Heart of the Sea,Brendan Gleeson
In the Heart of the Sea,Ben Whishaw
Incendies,Lubna Azabal
Incendies,M̩lissa D̩sormeaux-Poulin
Incendies,Maxim Gaudette
Incendies,Mustafa Kamel
Inception,Leonardo DiCaprio
Inception,Joseph Gordon-Levitt
Inception,Ellen Page
Inception,Ken Watanabe
Independence Day: Resurgence,Liam Hemsworth
Independence Day: Resurgence,Jeff Goldblum
Independence Day: Resurgence,Bill Pullman
Independence Day: Resurgence,Maika Monroe
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford
Indiana Jones and the Kingdom of the Crystal Skull,Cate Blanchett
Indiana Jones and the Kingdom of the Crystal Skull,Shia LaBeouf
Indiana Jones and the Kingdom of the Crystal Skull,Karen Allen
Indignation,Logan Lerman
Indignation,Sarah Gadon
Indignation,Tijuana Ricks
Indignation,Sue Dahlman
Inferno,Tom Hanks
Inferno,Felicity Jones
Inferno,Irrfan Khan
Inferno,Ben Foster
Inglourious Basterds,Brad Pitt
Inglourious Basterds,Diane Kruger
Inglourious Basterds,Eli Roth
Inglourious Basterds,M̩lanie Laurent
Inherent Vice,Joaquin Phoenix
Inherent Vice,Josh Brolin
Inherent Vice,Owen Wilson
Inherent Vice,Katherine Waterston
Inland Empire,Laura Dern
Inland Empire,Jeremy Irons
Inland Empire,Justin Theroux
Inland Empire,Karolina Gruszka
Inside Man,Denzel Washington
Inside Man,Clive Owen
Inside Man,Jodie Foster
Inside Man,Christopher Plummer
Inside Out,Amy Poehler
Inside Out,Bill Hader
Inside Out,Lewis Black
Inside Out,Mindy Kaling
Insidious,Patrick Wilson
Insidious,Rose Byrne
Insidious,Ty Simpkins
Insidious,Lin Shaye
Insurgent,Shailene Woodley
Insurgent,Ansel Elgort
Insurgent,Theo James
Insurgent,Kate Winslet
Interstellar,Matthew McConaughey
Interstellar,Anne Hathaway
Interstellar,Jessica Chastain
Interstellar,Mackenzie Foy
Into the Forest,Ellen Page
Into the Forest,Evan Rachel Wood
Into the Forest,Max Minghella
Into the Forest,Callum Keith Rennie
Into the Wild,Emile Hirsch
Into the Wild,Vince Vaughn
Into the Wild,Catherine Keener
Into the Wild,Marcia Gay Harden
Into the Woods,Anna Kendrick
Into the Woods,Meryl Streep
Into the Woods,Chris Pine
Into the Woods,Emily Blunt
Iris,Romain Duris
Iris,Charlotte Le Bon
Iris,Jalil Lespert
Iris,Camille Cottin
Iron Man,Robert Downey Jr.
Iron Man,Gwyneth Paltrow
Iron Man,Terrence Howard
Iron Man,Jeff Bridges
Iron Man 2,Robert Downey Jr.
Iron Man 2,Mickey Rourke
Iron Man 2,Gwyneth Paltrow
Iron Man 2,Don Cheadle
Iron Man Three,Robert Downey Jr.
Iron Man Three,Guy Pearce
Iron Man Three,Gwyneth Paltrow
Iron Man Three,Don Cheadle
It Follows,Maika Monroe
It Follows,Keir Gilchrist
It Follows,Olivia Luccardi
It Follows,Lili Sepe
It's Only the End of the World,Nathalie Baye
It's Only the End of the World,Vincent Cassel
It's Only the End of the World,Marion Cotillard
It's Only the End of the World,L̩a Seydoux
Jack Reacher,Tom Cruise
Jack Reacher,Rosamund Pike
Jack Reacher,Richard Jenkins
Jack Reacher,Werner Herzog
Jack Reacher: Never Go Back,Tom Cruise
Jack Reacher: Never Go Back,Cobie Smulders
Jack Reacher: Never Go Back,Aldis Hodge
Jack Reacher: Never Go Back,Robert Knepper
Jack Ryan: Shadow Recruit,Chris Pine
Jack Ryan: Shadow Recruit,Kevin Costner
Jack Ryan: Shadow Recruit,Keira Knightley
Jack Ryan: Shadow Recruit,Kenneth Branagh
Jackie,Natalie Portman
Jackie,Peter Sarsgaard
Jackie,Greta Gerwig
Jackie,Billy Crudup
Jagten,Mads Mikkelsen
Jagten,Thomas Bo Larsen
Jagten,Annika Wedderkopp
Jagten,Lasse Fogelstr��m
Jane Eyre,Mia Wasikowska
Jane Eyre,Michael Fassbender
Jane Eyre,Jamie Bell
Jane Eyre,Su Elliot
Jason Bourne,Matt Damon
Jason Bourne,Tommy Lee Jones
Jason Bourne,Alicia Vikander
Jason Bourne,Vincent Cassel
Jennifer's Body,Megan Fox
Jennifer's Body,Amanda Seyfried
Jennifer's Body,Adam Brody
Jennifer's Body,Johnny Simmons
John Carter,Taylor Kitsch
John Carter,Lynn Collins
John Carter,Willem Dafoe
John Carter,Samantha Morton
John Wick,Keanu Reeves
John Wick,Michael Nyqvist
John Wick,Alfie Allen
John Wick,Willem Dafoe
Joy,Jennifer Lawrence
Joy,Robert De Niro
Joy,Bradley Cooper
Joy,Edgar Ram�_rez
Jumper,Hayden Christensen
Jumper,Samuel L. Jackson
Jumper,Jamie Bell
Jumper,Rachel Bilson
Juno,Ellen Page
Juno,Michael Cera
Juno,Jennifer Garner
Juno,Jason Bateman
Jupiter Ascending,Channing Tatum
Jupiter Ascending,Mila Kunis
Jupiter Ascending,Eddie Redmayne
Jupiter Ascending,Sean Bean
Jurassic World,Chris Pratt
Jurassic World,Bryce Dallas Howard
Jurassic World,Ty Simpkins
Jurassic World,Judy Greer
Just Go with It,Adam Sandler
Just Go with It,Jennifer Aniston
Just Go with It,Brooklyn Decker
Just Go with It,Nicole Kidman
Keanu,Keegan-Michael Key
Keanu,Jordan Peele
Keanu,Tiffany Haddish
Keanu,Method Man
Keeping Up with the Joneses,Zach Galifianakis
Keeping Up with the Joneses,Isla Fisher
Keeping Up with the Joneses,Jon Hamm
Keeping Up with the Joneses,Gal Gadot
Kick-Ass,Aaron Taylor-Johnson
Kick-Ass,Nicolas Cage
Kick-Ass,Chlo�� Grace Moretz
Kick-Ass,Garrett M. Brown
Kick-Ass 2,Aaron Taylor-Johnson
Kick-Ass 2,Chlo�� Grace Moretz
Kick-Ass 2,Christopher Mintz-Plasse
Kick-Ass 2,Jim Carrey
Kickboxer: Vengeance,Dave Bautista
Kickboxer: Vengeance,Alain Moussi
Kickboxer: Vengeance,Gina Carano
Kickboxer: Vengeance,Jean-Claude Van Damme
Kicks,Jahking Guillory
Kicks,Christopher Jordan Wallace
Kicks,Christopher Meyer
Kicks,Kofi Siriboe
Kimi no na wa,Ry��nosuke Kamiki
Kimi no na wa,Mone Kamishiraishi
Kimi no na wa,Ry̫ Narita
Kimi no na wa,Aoi Yuki
King Cobra,Garrett Clayton
King Cobra,Christian Slater
King Cobra,Molly Ringwald
King Cobra,James Kelley
Kingsman: The Secret Service,Colin Firth
Kingsman: The Secret Service,Taron Egerton
Kingsman: The Secret Service,Samuel L. Jackson
Kingsman: The Secret Service,Michael Caine
Knight of Cups,Christian Bale
Knight of Cups,Cate Blanchett
Knight of Cups,Natalie Portman
Knight of Cups,Brian Dennehy
Knock Knock,Keanu Reeves
Knock Knock,Lorenza Izzo
Knock Knock,Ana de Armas
Knock Knock,Aaron Burns
Knocked Up,Seth Rogen
Knocked Up,Katherine Heigl
Knocked Up,Paul Rudd
Knocked Up,Leslie Mann
Koe no katachi,Miyu Irino
Koe no katachi,Saori Hayami
Koe no katachi,Aoi Yuki
Koe no katachi,Kensh̫ Ono
Kubo and the Two Strings,Charlize Theron
Kubo and the Two Strings,Art Parkinson
Kubo and the Two Strings,Matthew McConaughey
Kubo and the Two Strings,Ralph Fiennes
Kung Fu Panda,Jack Black
Kung Fu Panda,Ian McShane
Kung Fu Panda,Angelina Jolie
Kung Fu Panda,Dustin Hoffman
Kung Fu Panda 3,Jack Black
Kung Fu Panda 3,Bryan Cranston
Kung Fu Panda 3,Dustin Hoffman
Kung Fu Panda 3,Angelina Jolie
Kynodontas,Christos Stergioglou
Kynodontas,Michele Valley
Kynodontas,Angeliki Papoulia
Kynodontas,Hristos Passalis
L'avenir,Isabelle Huppert
L'avenir,Andr̩ Marcon
L'avenir,Roman Kolinka
L'avenir,Edith Scob
L'odyss̩e,Lambert Wilson
L'odyss̩e,Pierre Niney
L'odyss̩e,Audrey Tautou
L'odyss̩e,Laurent Lucas
La La Land,Ryan Gosling
La La Land,Emma Stone
La La Land,Rosemarie DeWitt
La La Land,J.K. Simmons
La migliore offerta,Geoffrey Rush
La migliore offerta,Jim Sturgess
La migliore offerta,Sylvia Hoeks
La migliore offerta,Donald Sutherland
La tortue rouge,Emmanuel Garijo
La tortue rouge,Tom Hudson
La tortue rouge,Baptiste Goy
La tortue rouge,Axel Devillers
La vie d'Ad̬le,L̩a Seydoux
La vie d'Ad̬le,Ad̬le Exarchopoulos
La vie d'Ad̬le,Salim Kechiouche
La vie d'Ad̬le,Aur̩lien Recoing
Lady Macbeth,Florence Pugh
Lady Macbeth,Christopher Fairbank
Lady Macbeth,Cosmo Jarvis
Lady Macbeth,Naomi Ackie
Lady in the Water,Paul Giamatti
Lady in the Water,Bryce Dallas Howard
Lady in the Water,Jeffrey Wright
Lady in the Water,Bob Balaban
Lavender,Abbie Cornish
Lavender,Dermot Mulroney
Lavender,Justin Long
Lavender,Diego Klattenhoff
Law Abiding Citizen,Gerard Butler
Law Abiding Citizen,Jamie Foxx
Law Abiding Citizen,Leslie Bibb
Law Abiding Citizen,Colm Meaney
Lawless,Tom Hardy
Lawless,Shia LaBeouf
Lawless,Guy Pearce
Lawless,Jason Clarke
Legend,Tom Hardy
Legend,Emily Browning
Legend,Taron Egerton
Legend,Paul Anderson
Legion,Paul Bettany
Legion,Dennis Quaid
Legion,Charles S. Dutton
Legion,Lucas Black
Les Mis̩rables,Hugh Jackman
Les Mis̩rables,Russell Crowe
Les Mis̩rables,Anne Hathaway
Les Mis̩rables,Amanda Seyfried
Let Me In,Kodi Smit-McPhee
Let Me In,Chlo�� Grace Moretz
Let Me In,Richard Jenkins
Let Me In,Cara Buono
Let Me Make You a Martyr,Marilyn Manson
Let Me Make You a Martyr,Mark Boone Junior
Let Me Make You a Martyr,Sam Quartin
Let Me Make You a Martyr,Niko Nicotera
Let's Be Cops,Jake Johnson
Let's Be Cops,Damon Wayans Jr.
Let's Be Cops,Rob Riggle
Let's Be Cops,Nina Dobrev
Life as We Know It,Katherine Heigl
Life as We Know It,Josh Duhamel
Life as We Know It,Josh Lucas
Life as We Know It,Alexis Clagett
